time,d1_comms,d2_comms,d3_comms,archive_size
25.713629007339478,0,0,0,765
25.744895458221436,0,0,0,765
25.776533842086792,0,0,0,765
25.80777907371521,0,0,0,765
25.839031219482422,0,0,0,765
25.870685577392578,0,0,0,765
25.90180277824402,0,0,0,765
25.933058738708496,0,0,0,765
25.964861631393433,0,0,0,765
25.996299982070923,0,0,0,765
26.027533054351807,0,0,0,765
26.058842182159424,0,0,0,765
26.090107917785645,0,0,0,765
26.121382236480713,0,0,0,765
26.152751684188843,0,0,0,765
26.18412709236145,0,0,0,765
26.21534252166748,0,0,0,765
26.246567964553833,0,0,0,765
26.278602600097656,0,0,0,765
26.309736251831055,0,0,0,765
26.341005325317383,0,0,0,765
26.372852563858032,0,0,0,765
26.404103994369507,0,0,0,765
26.435370445251465,0,0,0,765
26.46727466583252,0,0,0,765
26.500277757644653,0,0,0,765
26.530004739761353,0,0,0,765
26.56163501739502,0,0,0,765
26.592920064926147,0,0,0,765
26.6242892742157,0,0,0,765
26.65567374229431,0,0,0,765
26.68697190284729,0,0,0,765
26.71826696395874,0,0,0,765
26.749518394470215,0,0,0,765
26.78140664100647,0,0,0,765
26.812581777572632,0,0,0,765
26.84398317337036,0,0,0,765
26.87600803375244,0,0,0,765
26.90713930130005,0,0,0,765
26.938495874404907,0,0,0,765
26.96942663192749,0,0,0,765
27.000629425048828,0,0,0,765
27.0318660736084,0,0,0,765
27.063586711883545,0,0,0,765
27.09487771987915,0,0,0,765
27.12614107131958,0,0,0,765
27.158151626586914,0,0,0,765
27.189512014389038,0,0,0,765
27.22074007987976,0,0,0,765
27.251969814300537,0,0,0,765
27.283719062805176,0,0,0,765
27.31507635116577,0,0,0,765
27.346283674240112,0,0,0,765
27.377965927124023,0,0,0,765
27.409152030944824,0,0,0,765
27.44038438796997,0,0,0,765
27.47187566757202,0,0,0,765
27.503061532974243,0,0,0,765
27.534332990646362,0,0,0,765
27.56600856781006,0,0,0,765
27.597295999526978,0,0,0,765
27.628705263137817,0,0,0,765
27.660475969314575,0,0,0,765
27.691888570785522,0,0,0,765
27.72306990623474,0,0,0,765
27.754846572875977,0,0,0,765
27.786257028579712,0,0,0,765
27.817339658737183,0,0,0,765
27.84862995147705,0,0,0,765
27.880818843841553,0,0,0,765
27.91216540336609,0,0,1,765
27.943492889404297,0,0,1,765
27.975059986114502,0,0,1,765
28.006210327148438,0,0,1,816
28.037481546401978,0,1,0,867
28.069128036499023,0,0,0,867
28.10038709640503,0,0,0,867
28.131739616394043,0,0,0,867
28.16316795349121,0,0,0,867
28.194581747055054,0,0,0,867
28.22576880455017,0,0,0,867
28.25759506225586,0,0,0,867
28.28893232345581,0,0,0,867
28.32017946243286,0,0,0,867
28.351415395736694,0,0,0,867
28.383256673812866,0,0,0,867
28.414501905441284,0,0,0,867
28.445719957351685,0,0,0,867
28.47768545150757,0,0,0,867
